predictor,bucket_id,bin_label,edge,n_events,alert_rate,target_alert_rate,relative_error_pct,point_idx,mapping_new_fit_month,eval_month,seed
p2,2,>= 0.6,0.6,127691,0.10541854946707285,0.1,5.418549467072848,1,3,4,1
p2,3,>= 0.8,0.8,127691,0.05172643334299207,0.05,3.4528666859841293,1,3,4,1
custom,0,>= 0.2,0.2,127691,0.7486118833747093,0.7,6.944554767815621,1,3,4,1
custom,1,>= 0.5,0.5,127691,0.4199826142797848,0.35,19.99503265136709,1,3,4,1
custom,2,>= 0.6,0.6,127691,0.14105927590824727,0.1,41.05927590824726,1,3,4,1
custom,3,>= 0.8,0.8,127691,0.07244050089669593,0.05,44.88100179339185,1,3,4,1
default,0,>= 0.2,0.2,127691,0.7307797730458685,0.7,4.397110435124078,1,3,4,1
default,1,>= 0.5,0.5,127691,0.4119319294233736,0.35,17.69483697810675,1,3,4,1
default,2,>= 0.6,0.6,127691,0.14328339507091337,0.1,43.28339507091336,1,3,4,1
default,3,>= 0.8,0.8,127691,0.07533028952706142,0.05,50.66057905412282,1,3,4,1
raw,0,>= 0.2,0.2,127691,0.0065235607834538065,0.7,-99.06806274522087,1,3,4,1
raw,1,>= 0.5,0.5,127691,0.0006108496291829495,0.35,-99.82547153451917,1,3,4,1
raw,2,>= 0.6,0.6,127691,0.0002584363815774017,0.1,-99.7415636184226,1,3,4,1
raw,3,>= 0.8,0.8,127691,7.831405502345506e-06,0.05,-99.98433718899531,1,3,4,1
p1,0,>= 0.2,0.2,119324,0.7278753645536522,0.7,3.982194936236036,2,4,5,1
p1,1,>= 0.5,0.5,119324,0.3819851831986859,0.35,9.138623771053123,2,4,5,1
p1,2,>= 0.6,0.6,119324,0.11565988401327477,0.1,15.65988401327477,2,4,5,1
p1,3,>= 0.8,0.8,119324,0.05782575173477255,0.05,15.651503469545094,2,4,5,1
p1_5,0,>= 0.2,0.2,119324,0.28060574570078106,0.7,-59.91346489988841,2,4,5,1
p1_5,1,>= 0.5,0.5,119324,0.1528611176293118,0.35,-56.325394963053775,2,4,5,1
p1_5,2,>= 0.6,0.6,119324,0.06374241560792464,0.1,-36.257584392075366,2,4,5,1
p1_5,3,>= 0.8,0.8,119324,0.04054507056417821,0.05,-18.909858871643593,2,4,5,1
p2,0,>= 0.2,0.2,119324,0.6836344742046864,0.7,-2.3379322564733696,2,4,5,1
p2,1,>= 0.5,0.5,119324,0.3002497402031444,0.35,-14.214359941958744,2,4,5,1
p2,2,>= 0.6,0.6,119324,0.06787402366665549,0.1,-32.12597633334452,2,4,5,1
p2,3,>= 0.8,0.8,119324,0.03149408333612685,0.05,-37.01183332774631,2,4,5,1
custom,0,>= 0.2,0.2,119324,0.7258137507961516,0.7,3.6876786851645242,2,4,5,1
custom,1,>= 0.5,0.5,119324,0.35615634742382085,0.35,1.758956406805964,2,4,5,1
custom,2,>= 0.6,0.6,119324,0.09096242164191613,0.1,-9.037578358083872,2,4,5,1
custom,3,>= 0.8,0.8,119324,0.04186081592973752,0.05,-16.278368140524968,2,4,5,1
default,0,>= 0.2,0.2,119324,0.7178773758841474,0.7,2.553910840592485,2,4,5,1
default,1,>= 0.5,0.5,119324,0.36481344909657737,0.35,4.232414027593541,2,4,5,1
default,2,>= 0.6,0.6,119324,0.10266166068854547,0.1,2.661660688545467,2,4,5,1
default,3,>= 0.8,0.8,119324,0.04890047266266635,0.05,-2.1990546746673,2,4,5,1
raw,0,>= 0.2,0.2,119324,0.0036203948912205425,0.7,-99.48280072982564,2,4,5,1
raw,1,>= 0.5,0.5,119324,0.00029331903053870134,0.35,-99.91619456270323,2,4,5,1
