predictor,bucket_id,bin_label,edge,n_events,alert_rate,target_alert_rate,relative_error_pct,point_idx,mapping_new_fit_month,eval_month,seed
p1_5,2,>= 0.6,0.6,96843,0.05101039827349421,0.1,-48.989601726505796,4,6,7,0
p1_5,3,>= 0.8,0.8,96843,0.03276437119874436,0.05,-34.47125760251128,4,6,7,0
p2,0,>= 0.2,0.2,96843,0.6026764970106254,0.7,-13.903357569910648,4,6,7,0
p2,1,>= 0.5,0.5,96843,0.2702415249424326,0.35,-22.78813573073354,4,6,7,0
p2,2,>= 0.6,0.6,96843,0.07148683952376526,0.1,-28.513160476234738,4,6,7,0
p2,3,>= 0.8,0.8,96843,0.035067067315138936,0.05,-29.865865369722133,4,6,7,0
custom,0,>= 0.2,0.2,96843,0.5978645849467695,0.7,-14.59077357903292,4,6,7,0
custom,1,>= 0.5,0.5,96843,0.26725731338351766,0.35,-23.640767604709236,4,6,7,0
custom,2,>= 0.6,0.6,96843,0.0708053240812449,0.1,-29.194675918755102,4,6,7,0
custom,3,>= 0.8,0.8,96843,0.03374534039631156,0.05,-32.50931920737688,4,6,7,0
default,0,>= 0.2,0.2,96843,0.5968939417407556,0.7,-14.729436894177764,4,6,7,0
default,1,>= 0.5,0.5,96843,0.2832006443418729,0.35,-19.085530188036305,4,6,7,0
default,2,>= 0.6,0.6,96843,0.08278347428311804,0.1,-17.216525716881968,4,6,7,0
default,3,>= 0.8,0.8,96843,0.04132461819646231,0.05,-17.350763607075383,4,6,7,0
raw,0,>= 0.2,0.2,96843,0.0027673657362948276,0.7,-99.60466203767217,4,6,7,0
raw,1,>= 0.5,0.5,96843,0.0002581497888334727,0.35,-99.92624291747615,4,6,7,0
raw,2,>= 0.6,0.6,96843,0.00012391189864006691,0.1,-99.87608810135993,4,6,7,0
raw,3,>= 0.8,0.8,96843,2.0651983106677818e-05,0.05,-99.95869603378665,4,6,7,0
p1,0,>= 0.2,0.2,150936,0.7027548099856893,0.7,0.3935442836699047,0,2,3,1
p1,1,>= 0.5,0.5,150936,0.3941405628875815,0.35,12.611589396451858,0,2,3,1
p1,2,>= 0.6,0.6,150936,0.15217708167700217,0.1,52.17708167700216,0,2,3,1
p1,3,>= 0.8,0.8,150936,0.08926299888694546,0.05,78.52599777389091,0,2,3,1
p1_5,0,>= 0.2,0.2,150936,0.2831001219059734,0.7,-59.5571254420038,0,2,3,1
p1_5,1,>= 0.5,0.5,150936,0.18024858218052683,0.35,-48.50040509127804,0,2,3,1
p1_5,2,>= 0.6,0.6,150936,0.09540467482906663,0.1,-4.595325170933376,0,2,3,1
p1_5,3,>= 0.8,0.8,150936,0.06649175809614671,0.05,32.98351619229342,0,2,3,1
p2,0,>= 0.2,0.2,150936,0.7207889436582392,0.7,2.969849094034178,0,2,3,1
p2,1,>= 0.5,0.5,150936,0.40457544919701066,0.35,15.592985484860197,0,2,3,1
p2,2,>= 0.6,0.6,150936,0.15052737584141623,0.1,50.52737584141622,0,2,3,1
p2,3,>= 0.8,0.8,150936,0.08728865214395505,0.05,74.5773042879101,0,2,3,1
custom,0,>= 0.2,0.2,150936,0.718801346265967,0.7,2.6859066094238684,0,2,3,1
custom,1,>= 0.5,0.5,150936,0.40258122648009753,0.35,15.023207565742158,0,2,3,1
custom,2,>= 0.6,0.6,150936,0.15199157258705676,0.1,51.991572587056744,0,2,3,1
custom,3,>= 0.8,0.8,150936,0.08818969629511846,0.05,76.3793925902369,0,2,3,1
default,0,>= 0.2,0.2,150936,0.6980905814384905,0.7,-0.2727740802156431,0,2,3,1
default,1,>= 0.5,0.5,150936,0.3865479408491016,0.35,10.442268814029037,0,2,3,1
default,2,>= 0.6,0.6,150936,0.14133805056447765,0.1,41.33805056447765,0,2,3,1
default,3,>= 0.8,0.8,150936,0.08031881062172047,0.05,60.63762124344093,0,2,3,1
raw,0,>= 0.2,0.2,150936,0.008864684369534108,0.7,-98.73361651863797,0,2,3,1
raw,1,>= 0.5,0.5,150936,0.0015105740181268882,0.35,-99.56840742339233,0,2,3,1
raw,2,>= 0.6,0.6,150936,0.0006426564901680183,0.1,-99.35734350983198,0,2,3,1
raw,3,>= 0.8,0.8,150936,7.950389569088885e-05,0.05,-99.84099220861822,0,2,3,1
p1,0,>= 0.2,0.2,127691,0.7297381961140565,0.7,4.248313730579514,1,3,4,1
p1,1,>= 0.5,0.5,127691,0.41593377763507217,0.35,18.8382221814492,1,3,4,1
p1,2,>= 0.6,0.6,127691,0.1602383879834914,0.1,60.23838798349141,1,3,4,1
p1,3,>= 0.8,0.8,127691,0.0933111965604467,0.05,86.62239312089339,1,3,4,1
p1_5,0,>= 0.2,0.2,127691,0.30136814654125976,0.7,-56.947407636962886,1,3,4,1
p1_5,1,>= 0.5,0.5,127691,0.19074954382062947,0.35,-45.500130336963004,1,3,4,1
p1_5,2,>= 0.6,0.6,127691,0.09903595398266127,0.1,-0.9640460173387377,1,3,4,1
p1_5,3,>= 0.8,0.8,127691,0.0685796179840396,0.05,37.15923596807919,1,3,4,1
p2,0,>= 0.2,0.2,127691,0.7253212834107338,0.7,3.617326201533402,1,3,4,1
p2,1,>= 0.5,0.5,127691,0.37141223735423795,0.35,6.1177821012108495,1,3,4,1
p2,2,>= 0.6,0.6,127691,0.10422817583071634,0.1,4.22817583071633,1,3,4,1
p2,3,>= 0.8,0.8,127691,0.0511469093358185,0.05,2.2938186716369993,1,3,4,1
custom,0,>= 0.2,0.2,127691,0.7372485139908059,0.7,5.321216284400854,1,3,4,1
custom,1,>= 0.5,0.5,127691,0.40761682499158125,0.35,16.46194999759465,1,3,4,1
custom,2,>= 0.6,0.6,127691,0.13777008559726214,0.1,37.77008559726214,1,3,4,1
custom,3,>= 0.8,0.8,127691,0.07309833895889295,0.05,46.19667791778589,1,3,4,1
default,0,>= 0.2,0.2,127691,0.7234574089011755,0.7,3.3510584144536484,1,3,4,1
default,1,>= 0.5,0.5,127691,0.4100523921028107,0.35,17.157826315088776,1,3,4,1
default,2,>= 0.6,0.6,127691,0.14896116406011387,0.1,48.96116406011386,1,3,4,1
default,3,>= 0.8,0.8,127691,0.0824333743176888,0.05,64.86674863537758,1,3,4,1
raw,0,>= 0.2,0.2,127691,0.008528400592054257,0.7,-98.78165705827796,1,3,4,1
raw,1,>= 0.5,0.5,127691,0.0011982050418588624,0.35,-99.65765570232604,1,3,4,1
raw,2,>= 0.6,0.6,127691,0.0005951868181782585,0.1,-99.40481318182174,1,3,4,1
raw,3,>= 0.8,0.8,127691,9.397686602814607e-05,0.05,-99.81204626794371,1,3,4,1
p1,0,>= 0.2,0.2,119323,0.686673985736195,0.7,-1.9037163234007108,2,4,5,1
p1,1,>= 0.5,0.5,119323,0.35321773673139295,0.35,0.9193533518265637,2,4,5,1
p1,2,>= 0.6,0.6,119323,0.11416072341459735,0.1,14.160723414597342,2,4,5,1
p1,3,>= 0.8,0.8,119323,0.05996329291083865,0.05,19.926585821677293,2,4,5,1
p1_5,0,>= 0.2,0.2,119323,0.2424008782883434,0.7,-65.37130310166522,2,4,5,1
p1_5,1,>= 0.5,0.5,119323,0.14059317985635628,0.35,-59.830520041041055,2,4,5,1
p1_5,2,>= 0.6,0.6,119323,0.06593029005304929,0.1,-34.06970994695072,2,4,5,1
p1_5,3,>= 0.8,0.8,119323,0.043780327346781424,0.05,-12.439345306437158,2,4,5,1
p2,0,>= 0.2,0.2,119323,0.6637865290011146,0.7,-5.173352999840771,2,4,5,1
p2,1,>= 0.5,0.5,119323,0.2919051649723859,0.35,-16.59852429360403,2,4,5,1
p2,2,>= 0.6,0.6,119323,0.06667616469582562,0.1,-33.32383530417439,2,4,5,1
p2,3,>= 0.8,0.8,119323,0.03036296439077127,0.05,-39.274071218457465,2,4,5,1
custom,0,>= 0.2,0.2,119323,0.6964541622319251,0.7,-0.5065482525821174,2,4,5,1
custom,1,>= 0.5,0.5,119323,0.3362469934547405,0.35,-3.9294304415027037,2,4,5,1
custom,2,>= 0.6,0.6,119323,0.08742656487014239,0.1,-12.573435129857618,2,4,5,1
custom,3,>= 0.8,0.8,119323,0.042322100517083884,0.05,-15.355798965832237,2,4,5,1
default,0,>= 0.2,0.2,119323,0.6901351793032358,0.7,-1.4092600995377427,2,4,5,1
default,1,>= 0.5,0.5,119323,0.35240481717690636,0.35,0.6870906219732521,2,4,5,1
default,2,>= 0.6,0.6,119323,0.1052521307711003,0.1,5.252130771100289,2,4,5,1
default,3,>= 0.8,0.8,119323,0.05418904988979493,0.05,8.378099779589851,2,4,5,1
raw,0,>= 0.2,0.2,119323,0.004818853029172917,0.7,-99.31159242440386,2,4,5,1
raw,1,>= 0.5,0.5,119323,0.0007710164846676668,0.35,-99.77970957580924,2,4,5,1
raw,2,>= 0.6,0.6,119323,0.00028494087476848553,0.1,-99.7150591252315,2,4,5,1
raw,3,>= 0.8,0.8,119323,1.6761227927557973e-05,0.05,-99.9664775441449,2,4,5,1
p1,0,>= 0.2,0.2,108168,0.7117539383181717,0.7,1.6791340454531043,3,5,6,1
p1,1,>= 0.5,0.5,108168,0.3899397233932401,0.35,11.411349540925757,3,5,6,1
p1,2,>= 0.6,0.6,108168,0.1422694327342652,0.1,42.2694327342652,3,5,6,1
p1,3,>= 0.8,0.8,108168,0.07729642777901043,0.05,54.592855558020844,3,5,6,1
p1_5,0,>= 0.2,0.2,108168,0.2534298498631758,0.7,-63.795735733832025,3,5,6,1
p1_5,1,>= 0.5,0.5,108168,0.1515697803416907,0.35,-56.694348473802656,3,5,6,1
p1_5,2,>= 0.6,0.6,108168,0.07472635160121292,0.1,-25.27364839878708,3,5,6,1
p1_5,3,>= 0.8,0.8,108168,0.049931587900303234,0.05,-0.13682419939353707,3,5,6,1
p2,0,>= 0.2,0.2,108168,0.6982379261888914,0.7,-0.25172483015837144,3,5,6,1
p2,1,>= 0.5,0.5,108168,0.3570279565120923,0.35,2.0079875748835185,3,5,6,1
p2,2,>= 0.6,0.6,108168,0.11087382590045115,0.1,10.873825900451148,3,5,6,1
p2,3,>= 0.8,0.8,108168,0.05702240958508986,0.05,14.044819170179718,3,5,6,1
custom,0,>= 0.2,0.2,108168,0.6949929738924636,0.7,-0.7152894439337627,3,5,6,1
custom,1,>= 0.5,0.5,108168,0.3462391834923452,0.35,-1.074519002187072,3,5,6,1
custom,2,>= 0.6,0.6,108168,0.10025146069077731,0.1,0.2514606907773054,3,5,6,1
custom,3,>= 0.8,0.8,108168,0.049617262036831596,0.05,-0.7654759263368144,3,5,6,1
default,0,>= 0.2,0.2,108168,0.6883551512462096,0.7,-1.66354982197005,3,5,6,1
default,1,>= 0.5,0.5,108168,0.359579542933215,0.35,2.737012266632858,3,5,6,1
default,2,>= 0.6,0.6,108168,0.11658716071296502,0.1,16.58716071296501,3,5,6,1
default,3,>= 0.8,0.8,108168,0.061681828267140006,0.05,23.363656534280004,3,5,6,1
raw,0,>= 0.2,0.2,108168,0.005537682124103247,0.7,-99.20890255369955,3,5,6,1
raw,1,>= 0.5,0.5,108168,0.0007673249020042896,0.35,-99.78076431371306,3,5,6,1
raw,2,>= 0.6,0.6,108168,0.00035130537682124104,0.1,-99.64869462317877,3,5,6,1
raw,3,>= 0.8,0.8,108168,5.546927002440648e-05,0.05,-99.8890614599512,3,5,6,1
p1,0,>= 0.2,0.2,96843,0.6627634418595045,0.7,-5.319508305785061,4,6,7,1
p1,1,>= 0.5,0.5,96843,0.3505570872443026,0.35,0.15916778408647012,4,6,7,1
p1,2,>= 0.6,0.6,96843,0.12371570480055347,0.1,23.71570480055346,4,6,7,1
p1,3,>= 0.8,0.8,96843,0.06760426669970984,0.05,35.20853339941968,4,6,7,1
p1_5,0,>= 0.2,0.2,96843,0.1846287289736997,0.7,-73.62446728947147,4,6,7,1
p1_5,1,>= 0.5,0.5,96843,0.10536641781027023,0.35,-69.89530919706564,4,6,7,1
p1_5,2,>= 0.6,0.6,96843,0.04921367574321324,0.1,-50.78632425678676,4,6,7,1
p1_5,3,>= 0.8,0.8,96843,0.03151492622079035,0.05,-36.970147558419306,4,6,7,1
p2,0,>= 0.2,0.2,96843,0.5964292721208554,0.7,-14.795818268449224,4,6,7,1
p2,1,>= 0.5,0.5,96843,0.264799727393823,0.35,-24.342935030336278,4,6,7,1
p2,2,>= 0.6,0.6,96843,0.06760426669970984,0.1,-32.39573330029016,4,6,7,1
p2,3,>= 0.8,0.8,96843,0.03154590419545037,0.05,-36.90819160909926,4,6,7,1
custom,0,>= 0.2,0.2,96843,0.5920923556684531,0.7,-15.415377761649554,4,6,7,1
custom,1,>= 0.5,0.5,96843,0.2615367140629679,0.35,-25.275224553437738,4,6,7,1
custom,2,>= 0.6,0.6,96843,0.06779013454766994,0.1,-32.209865452330064,4,6,7,1
custom,3,>= 0.8,0.8,96843,0.03138068833059694,0.05,-37.23862333880612,4,6,7,1
default,0,>= 0.2,0.2,96843,0.5839141703582087,0.7,-16.583689948827324,4,6,7,1
default,1,>= 0.5,0.5,96843,0.2726268289912539,0.35,-22.106620288213165,4,6,7,1
default,2,>= 0.6,0.6,96843,0.07925198517187614,0.1,-20.74801482812387,4,6,7,1
default,3,>= 0.8,0.8,96843,0.03951756967462801,0.05,-20.964860650743987,4,6,7,1
raw,0,>= 0.2,0.2,96843,0.0028396476771682003,0.7,-99.59433604611884,4,6,7,1
raw,1,>= 0.5,0.5,96843,0.00030977974660016726,0.35,-99.91149150097137,4,6,7,1
raw,2,>= 0.6,0.6,96843,0.000113585907086728,0.1,-99.88641409291328,4,6,7,1
raw,3,>= 0.8,0.8,96843,1.0325991553338909e-05,0.05,-99.97934801689333,4,6,7,1
p1,0,>= 0.2,0.2,150936,0.7014297450575078,0.7,0.20424929392968777,0,2,3,2
p1,1,>= 0.5,0.5,150936,0.3931335135421636,0.35,12.323861012046745,0,2,3,2
p1,2,>= 0.6,0.6,150936,0.15089839402130703,0.1,50.89839402130703,0,2,3,2
p1,3,>= 0.8,0.8,150936,0.0878716807123549,0.05,75.7433614247098,0,2,3,2
p1_5,0,>= 0.2,0.2,150936,0.29324349393120264,0.7,-58.10807229554248,0,2,3,2
p1_5,1,>= 0.5,0.5,150936,0.18483993215667568,0.35,-47.18859081237837,0,2,3,2
p1_5,2,>= 0.6,0.6,150936,0.09566306249006201,0.1,-4.336937509937994,0,2,3,2
p1_5,3,>= 0.8,0.8,150936,0.06806196003604177,0.05,36.123920072083536,0,2,3,2
p2,0,>= 0.2,0.2,150936,0.7204841787247576,0.7,2.926311246393944,0,2,3,2
p2,1,>= 0.5,0.5,150936,0.4064040387979011,0.35,16.115439656543177,0,2,3,2
p2,2,>= 0.6,0.6,150936,0.15010335506439815,0.1,50.10335506439814,0,2,3,2
p2,3,>= 0.8,0.8,150936,0.08712301902793237,0.05,74.24603805586474,0,2,3,2
custom,0,>= 0.2,0.2,150936,0.7207756930089574,0.7,2.967956144136776,0,2,3,2
custom,1,>= 0.5,0.5,150936,0.4062914082790057,0.35,16.08325950828734,0,2,3,2
custom,2,>= 0.6,0.6,150936,0.1519451953145704,0.1,51.94519531457039,0,2,3,2
custom,3,>= 0.8,0.8,150936,0.08853421317644565,0.05,77.0684263528913,0,2,3,2
default,0,>= 0.2,0.2,150936,0.7040931255631526,0.7,0.5847322233075238,0,2,3,2
default,1,>= 0.5,0.5,150936,0.3926432395187364,0.35,12.183782719638984,0,2,3,2
default,2,>= 0.6,0.6,150936,0.1424444797795092,0.1,42.44447977950919,0,2,3,2
default,3,>= 0.8,0.8,150936,0.08152461970636561,0.05,63.04923941273122,0,2,3,2
raw,0,>= 0.2,0.2,150936,0.009507340859702125,0.7,-98.64180844861397,0,2,3,2
raw,1,>= 0.5,0.5,150936,0.0013979434992314624,0.35,-99.60058757164816,0,2,3,2
raw,2,>= 0.6,0.6,150936,0.0007420363597816292,0.1,-99.25796364021838,0,2,3,2
raw,3,>= 0.8,0.8,150936,5.962792176816664e-05,0.05,-99.88074415646366,0,2,3,2
p1,0,>= 0.2,0.2,127691,0.7392925108269182,0.7,5.613215832416887,1,3,4,2
p1,1,>= 0.5,0.5,127691,0.4269134081493606,0.35,21.975259471245888,1,3,4,2
p1,2,>= 0.6,0.6,127691,0.16214141952056135,0.1,62.14141952056135,1,3,4,2
p1,3,>= 0.8,0.8,127691,0.09318589407240918,0.05,86.37178814481835,1,3,4,2
p1_5,0,>= 0.2,0.2,127691,0.30979473886178355,0.7,-55.743608734030914,1,3,4,2
p1_5,1,>= 0.5,0.5,127691,0.19688153432896602,0.35,-43.74813304886685,1,3,4,2
p1_5,2,>= 0.6,0.6,127691,0.10114260206279221,0.1,1.1426020627922084,1,3,4,2
p1_5,3,>= 0.8,0.8,127691,0.07194712235004816,0.05,43.894244700096316,1,3,4,2
p2,0,>= 0.2,0.2,127691,0.7175838547744163,0.7,2.511979253488054,1,3,4,2
p2,1,>= 0.5,0.5,127691,0.3677158139571309,0.35,5.061661130608829,1,3,4,2
p2,2,>= 0.6,0.6,127691,0.10577096271467841,0.1,5.770962714678404,1,3,4,2
p2,3,>= 0.8,0.8,127691,0.05180474739801552,0.05,3.6094947960310373,1,3,4,2
custom,0,>= 0.2,0.2,127691,0.7318213499776804,0.7,4.545907139668642,1,3,4,2
custom,1,>= 0.5,0.5,127691,0.4071782662834499,0.35,16.336647509557118,1,3,4,2
custom,2,>= 0.6,0.6,127691,0.13962612870131802,0.1,39.62612870131802,1,3,4,2
custom,3,>= 0.8,0.8,127691,0.07529896390505204,0.05,50.59792781010408,1,3,4,2
default,0,>= 0.2,0.2,127691,0.7216013657971196,0.7,3.085909399588527,1,3,4,2
