predictor,bucket_id,bin_label,edge,n_events,alert_rate,target_alert_rate,relative_error_pct,point_idx,mapping_new_fit_month,eval_month,seed
custom,0,>= 0.2,0.2,126370,0.7519189681095196,0.7,7.416995444217098,1,3,4,2
custom,1,>= 0.5,0.5,126370,0.4234074543008626,0.35,20.973558371675026,1,3,4,2
custom,2,>= 0.6,0.6,126370,0.1429215794888027,0.1,42.921579488802706,1,3,4,2
custom,3,>= 0.8,0.8,126370,0.0748911925298726,0.05,49.782385059745195,1,3,4,2
default,0,>= 0.2,0.2,126370,0.7363139985756113,0.7,5.187714082230193,1,3,4,2
default,1,>= 0.5,0.5,126370,0.4088945161035056,0.35,16.8270046010016,1,3,4,2
default,2,>= 0.6,0.6,126370,0.14393447811980692,0.1,43.93447811980691,1,3,4,2
default,3,>= 0.8,0.8,126370,0.07810398037508902,0.05,56.20796075017803,1,3,4,2
raw,0,>= 0.2,0.2,126370,0.005080319696130411,0.7,-99.27424004340993,1,3,4,2
raw,1,>= 0.5,0.5,126370,0.0007121943499248239,0.35,-99.79651590002149,1,3,4,2
raw,2,>= 0.6,0.6,126370,0.0003481839044076917,0.1,-99.65181609559231,1,3,4,2
raw,3,>= 0.8,0.8,126370,4.747962332832159e-05,0.05,-99.90504075334336,1,3,4,2
p1,0,>= 0.2,0.2,147496,0.7216195693442534,0.7,3.088509906321924,2,4,5,2
p1,1,>= 0.5,0.5,147496,0.3713795628356023,0.35,6.108446524457809,2,4,5,2
p1,2,>= 0.6,0.6,147496,0.11146742962521018,0.1,11.467429625210176,2,4,5,2
p1,3,>= 0.8,0.8,147496,0.055838802408200904,0.05,11.677604816401802,2,4,5,2
p1_5,0,>= 0.2,0.2,147496,0.20422926723436569,0.7,-70.82439039509062,2,4,5,2
p1_5,1,>= 0.5,0.5,147496,0.11241660790801107,0.35,-67.88096916913969,2,4,5,2
p1_5,2,>= 0.6,0.6,147496,0.04766230948635895,0.1,-52.33769051364104,2,4,5,2
p1_5,3,>= 0.8,0.8,147496,0.03068557791397733,0.05,-38.62884417204535,2,4,5,2
p2,0,>= 0.2,0.2,147496,0.6829541140098715,0.7,-2.435126570018352,2,4,5,2
p2,1,>= 0.5,0.5,147496,0.3034658567011987,0.35,-13.295469513943225,2,4,5,2
p2,2,>= 0.6,0.6,147496,0.06705944567988284,0.1,-32.940554320117165,2,4,5,2
p2,3,>= 0.8,0.8,147496,0.03031268644573412,0.05,-39.37462710853176,2,4,5,2
custom,0,>= 0.2,0.2,147496,0.7278773661658621,0.7,3.9824808808374454,2,4,5,2
custom,1,>= 0.5,0.5,147496,0.36376579703856377,0.35,3.9330848681610826,2,4,5,2
custom,2,>= 0.6,0.6,147496,0.09163638335954874,0.1,-8.363616640451266,2,4,5,2
custom,3,>= 0.8,0.8,147496,0.042529966914357,0.05,-14.940066171286,2,4,5,2
default,0,>= 0.2,0.2,147496,0.7223382329012312,0.7,3.1911761287473244,2,4,5,2
default,1,>= 0.5,0.5,147496,0.36782014427509896,0.35,5.091469792885424,2,4,5,2
default,2,>= 0.6,0.6,147496,0.10333839561750827,0.1,3.3383956175082607,2,4,5,2
default,3,>= 0.8,0.8,147496,0.050394586971850085,0.05,0.7891739437001638,2,4,5,2
raw,0,>= 0.2,0.2,147496,0.0025560015186852523,0.7,-99.6348569259021,2,4,5,2
raw,1,>= 0.5,0.5,147496,0.00028475348484026684,0.35,-99.91864186147421,2,4,5,2
raw,2,>= 0.6,0.6,147496,0.00014237674242013342,0.1,-99.85762325757986,2,4,5,2
raw,3,>= 0.8,0.8,147496,2.7119379508596843e-05,0.05,-99.9457612409828,2,4,5,2
p1,0,>= 0.2,0.2,136092,0.736545866031802,0.7,5.2208380045431575,3,5,6,2
p1,1,>= 0.5,0.5,136092,0.40159597919054757,0.35,14.741708340156457,3,5,6,2
p1,2,>= 0.6,0.6,136092,0.13250595185609734,0.1,32.50595185609734,3,5,6,2
p1,3,>= 0.8,0.8,136092,0.06836551744408194,0.05,36.73103488816387,3,5,6,2
p1_5,0,>= 0.2,0.2,136092,0.2185653822414249,0.7,-68.77637396551073,3,5,6,2
p1_5,1,>= 0.5,0.5,136092,0.12498163007377362,0.35,-64.29096283606468,3,5,6,2
p1_5,2,>= 0.6,0.6,136092,0.054962819269317814,0.1,-45.037180730682195,3,5,6,2
p1_5,3,>= 0.8,0.8,136092,0.03560826499720777,0.05,-28.783470005584466,3,5,6,2
p2,0,>= 0.2,0.2,136092,0.7080651324104282,0.7,1.1521617729183253,3,5,6,2
p2,1,>= 0.5,0.5,136092,0.3617552831907827,0.35,3.358652340223637,3,5,6,2
p2,2,>= 0.6,0.6,136092,0.11150545219410399,0.1,11.505452194103983,3,5,6,2
p2,3,>= 0.8,0.8,136092,0.057578696763953795,0.05,15.157393527907583,3,5,6,2
custom,0,>= 0.2,0.2,136092,0.7292052435117421,0.7,4.1721776445345915,3,5,6,2
custom,1,>= 0.5,0.5,136092,0.3721600094054022,0.35,6.331431258686357,3,5,6,2
custom,2,>= 0.6,0.6,136092,0.10471592746083531,0.1,4.715927460835309,3,5,6,2
custom,3,>= 0.8,0.8,136092,0.050936131440496135,0.05,1.8722628809922648,3,5,6,2
default,0,>= 0.2,0.2,136092,0.7298371689739294,0.7,4.262452710561345,3,5,6,2
default,1,>= 0.5,0.5,136092,0.37947858801399054,0.35,8.422453718283016,3,5,6,2
default,2,>= 0.6,0.6,136092,0.11495899832466273,0.1,14.958998324662728,3,5,6,2
default,3,>= 0.8,0.8,136092,0.05815918643270729,0.05,16.31837286541457,3,5,6,2
raw,0,>= 0.2,0.2,136092,0.0029171442847485524,0.7,-99.58326510217877,3,5,6,2
raw,1,>= 0.5,0.5,136092,0.0003086147606031214,0.35,-99.91182435411339,3,5,6,2
raw,2,>= 0.6,0.6,136092,0.00017635129177321225,0.1,-99.8236487082268,3,5,6,2
raw,3,>= 0.8,0.8,136092,2.939188196220204e-05,0.05,-99.9412162360756,3,5,6,2
p1,0,>= 0.2,0.2,105580,0.6895055881795795,0.7,-1.499201688631491,4,6,7,2
p1,1,>= 0.5,0.5,105580,0.3726084485698049,0.35,6.459556734229981,4,6,7,2
p1,2,>= 0.6,0.6,105580,0.12189808675885584,0.1,21.898086758855836,4,6,7,2
p1,3,>= 0.8,0.8,105580,0.06298541390414851,0.05,25.970827808297013,4,6,7,2
p1_5,0,>= 0.2,0.2,105580,0.19271642356506913,0.7,-72.46908234784726,4,6,7,2
p1_5,1,>= 0.5,0.5,105580,0.10733093388899413,0.35,-69.33401888885882,4,6,7,2
p1_5,2,>= 0.6,0.6,105580,0.04368251562795984,0.1,-56.31748437204016,4,6,7,2
p1_5,3,>= 0.8,0.8,105580,0.028243985603333965,0.05,-43.51202879333208,4,6,7,2
p2,0,>= 0.2,0.2,105580,0.6674370145860958,0.7,-4.6518550591291605,4,6,7,2
p2,1,>= 0.5,0.5,105580,0.3159310475468839,0.35,-9.733986415176025,4,6,7,2
p2,2,>= 0.6,0.6,105580,0.08415419587043,0.1,-15.845804129569999,4,6,7,2
p2,3,>= 0.8,0.8,105580,0.039240386436825155,0.05,-21.519227126349698,4,6,7,2
custom,0,>= 0.2,0.2,105580,0.6938814169350256,0.7,-0.8740832949963386,4,6,7,2
custom,1,>= 0.5,0.5,105580,0.3335764349308581,0.35,-4.692447162611968,4,6,7,2
custom,2,>= 0.6,0.6,105580,0.08805645008524342,0.1,-11.943549914756588,4,6,7,2
custom,3,>= 0.8,0.8,105580,0.03999810570183747,0.05,-20.003788596325066,4,6,7,2
default,0,>= 0.2,0.2,105580,0.6996495548399319,0.7,-0.050063594295443214,4,6,7,2
default,1,>= 0.5,0.5,105580,0.344336048494033,0.35,-1.6182718588477116,4,6,7,2
default,2,>= 0.6,0.6,105580,0.09820988823640842,0.1,-1.7901117635915897,4,6,7,2
default,3,>= 0.8,0.8,105580,0.04635347603712824,0.05,-7.293047925743521,4,6,7,2
raw,0,>= 0.2,0.2,105580,0.0018564121992801668,0.7,-99.7347982572457,4,6,7,2
raw,1,>= 0.5,0.5,105580,0.00010418639893919302,0.35,-99.97023245744595,4,6,7,2
raw,2,>= 0.6,0.6,105580,6.630043568857738e-05,0.1,-99.93369956431142,4,6,7,2
raw,3,>= 0.8,0.8,105580,0.0,0.05,-100.0,4,6,7,2
